work_year,job_title,job_category,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_euros
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,S,130640
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Contract,Remote,United States,S,165600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Contract,Remote,United States,S,96600
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,73600
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,55200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,246560
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,133057
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,106445
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,132480
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,121440
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,97888
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,75256
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,86020
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,191544
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,139104
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,248400
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,178940
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,106260
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,128800
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,92000
2023,Machine Learning Engineer,Machine Learning and AI,France,Senior,Full-time,In-person,France,M,207000
2023,Machine Learning Engineer,Machine Learning and AI,France,Senior,Full-time,In-person,France,M,183080
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,46000
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,36800
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,90557
2023,Analytics Engineering Manager,Leadership and Management,United Kingdom,Senior,Full-time,Hybrid,United Kingdom,L,367889
2023,Data Engineer,Data Engineering,Spain,Entry-level,Full-time,Remote,Spain,L,37744
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,142600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,92000
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,59800
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,257692
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,154652
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,110400
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,137116
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,104788
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,151800
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,133400
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,252494
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,183632
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,76820
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,48300
2023,Business Intelligence Developer,BI and Visualization,Canada,Senior,Full-time,Remote,Canada,M,128800
2023,Business Intelligence Developer,BI and Visualization,Canada,Senior,Full-time,Remote,Canada,M,70380
2023,Research Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,Hybrid,United Kingdom,L,257600
2023,Data Scientist,Data Science and Research,United States,Executive,Full-time,Remote,United States,M,230000
2023,Data Scientist,Data Science and Research,United States,Executive,Full-time,Remote,United States,M,165600
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,144440
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,129444
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,100832
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,255760
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,159160
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,280600
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,115000
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,142600
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,110400
2023,Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Remote,United States,M,22080
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,152168
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,117116
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,238280
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,127650
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,200560
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,78200
2023,Data Specialist,Data Management and Strategy,United States,Senior,Full-time,In-person,United States,M,121440
2023,Data Specialist,Data Management and Strategy,United States,Senior,Full-time,In-person,United States,M,65780
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,197846
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,104052
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,119600
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,78200
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,230000
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,184000
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,154928
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,125584
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,92823
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,253276
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,168820
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,154928
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,96784
2023,Data Architect,Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,United States,M,220800
2023,Data Manager,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,110400
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,L,85560
2023,Machine Learning Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,218408
2023,Machine Learning Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,122240
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,96600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,291704
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,157071
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,156400
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,115000
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,146004
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,113993
2023,Data Engineer,Data Engineering,Spain,Mid-level,Full-time,Remote,Spain,M,74497
2023,Data Engineer,Data Engineering,Spain,Mid-level,Full-time,Remote,Spain,M,61584
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,306820
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,166060
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,70181
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,236808
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,193752
2023,Data Operations Specialist,Data Quality and Operations,United States,Mid-level,Full-time,In-person,United States,M,59800
2023,Data Operations Specialist,Data Quality and Operations,United States,Mid-level,Full-time,In-person,United States,M,46000
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,269560
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,Remote,United States,M,239200
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,Remote,United States,M,176640
2023,Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,156400
2023,Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,115000
2023,Business Intelligence Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,L,91080
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,214360
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,170292
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,117392
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,96600
2023,Data Analyst,Data Analysis,United States,Executive,Full-time,Remote,United States,M,147200
2023,Data Analyst,Data Analysis,United States,Executive,Full-time,Remote,United States,M,50600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,221720
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,149960
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,110400
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,200560
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,108560
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,286120
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,149536
2023,Data Scientist,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,238050
2023,Data Scientist,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,207000
2023,Data Scientist,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,133400
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,141312
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,98256
2023,Business Intelligence Developer,BI and Visualization,Canada,Senior,Full-time,In-person,Canada,M,128800
2023,Business Intelligence Developer,BI and Visualization,Canada,Senior,Full-time,In-person,Canada,M,70380
2023,ETL Developer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,168222
2023,ETL Developer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,103960
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,115920
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,79488
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,214139
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,155737
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,149500
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,221122
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,160816
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,106720
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,141312
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,98900
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,86572
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,66608
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,163760
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,139840
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,214544
2023,NLP Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,193200
2023,NLP Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,147200
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,189520
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,119600
2023,Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,134412
2023,Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,103408
2023,Data Specialist,Data Management and Strategy,United States,Mid-level,Full-time,In-person,United States,M,101200
2023,Data Specialist,Data Management and Strategy,United States,Mid-level,Full-time,In-person,United States,M,64400
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,138110
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,110488
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,154560
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,164312
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,131449
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,234600
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,155480
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,142600
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,139297
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,132664
2023,Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Remote,United States,M,139297
2023,Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Remote,United States,M,106131
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,177716
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,107161
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,134320
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,86480
2023,Director of Data Science,Data Science and Research,United Kingdom,Executive,Full-time,In-person,United Kingdom,M,226393
2023,Director of Data Science,Data Science and Research,United Kingdom,Executive,Full-time,In-person,United Kingdom,M,186774
2023,Head of Data,Leadership and Management,United Kingdom,Executive,Full-time,Remote,United Kingdom,M,124516
2023,Head of Data,Leadership and Management,United Kingdom,Executive,Full-time,Remote,United Kingdom,M,101877
2023,Head of Data,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,303140
2023,Head of Data,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,248032
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,230460
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,146740
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,In-person,United States,M,105800
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,86512
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,53286
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,104512
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,55200
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,235520
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,106720
2023,Computer Vision Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,225400
2023,Computer Vision Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,193200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,260544
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,173696
2023,Business Data Analyst,Data Analysis,Ghana,Mid-level,Freelance,In-person,Ghana,S,33120
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,189188
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,131192
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,177744
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,143888
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,111320
2023,Data Engineer,Data Engineering,Argentina,Senior,Full-time,Remote,Argentina,M,66240
2023,Data Engineer,Data Engineering,Argentina,Senior,Full-time,Remote,Argentina,M,44160
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,121716
2023,Data Scientist,Data Science and Research,Canada,Senior,Full-time,In-person,Canada,M,181240
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,301760
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,194120
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,218040
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,185334
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,210680
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,189520
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,212520
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,169050
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,152168
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,161000
2023,Analytics Engineer,Leadership and Management,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,140668
2023,Analytics Engineer,Leadership and Management,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,108284
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,262936
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,142232
2023,Data Operations Engineer,Data Quality and Operations,United States,Senior,Full-time,In-person,United States,M,265990
2023,Data Operations Engineer,Data Quality and Operations,United States,Senior,Full-time,In-person,United States,M,177008
2023,Staff Data Analyst,Data Analysis,Saudi Arabia,Mid-level,Full-time,Remote,Saudi Arabia,S,165598
2023,Data Scientist,Data Science and Research,India,Mid-level,Full-time,In-person,India,L,32200
2023,AWS Data Architect,Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,United States,L,237360
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,180320
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,111320
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,129720
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,189520
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,176640
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,150880
2023,ML Engineer,Machine Learning and AI,Australia,Mid-level,Full-time,In-person,Australia,M,276000
2023,ML Engineer,Machine Learning and AI,Australia,Mid-level,Full-time,In-person,Australia,M,239200
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,135240
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,84640
2023,Data Manager,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,101200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,L,240580
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,L,123740
2023,Product Data Analyst,Data Analysis,United States,Entry-level,Contract,Hybrid,United States,S,76544
2023,Data Engineer,Data Engineering,Germany,Senior,Full-time,In-person,Germany,M,188140
2023,Data Engineer,Data Engineering,Germany,Senior,Full-time,In-person,Germany,M,130824
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,Remote,United States,M,253276
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,Remote,United States,M,168820
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,135836
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,113196
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,125672
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,100537
2023,Data Analyst,Data Analysis,Colombia,Senior,Full-time,Remote,Colombia,M,77280
2023,Data Analyst,Data Analysis,Colombia,Senior,Full-time,Remote,Colombia,M,55200
2023,Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,56598
2023,BI Data Analyst,Data Analysis,Egypt,Mid-level,Full-time,Remote,United States,M,64400
2021,Machine Learning Developer,Machine Learning and AI,Nigeria,Senior,Freelance,Remote,Nigeria,M,55200
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,258520
2023,Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,Remote,United States,M,63940
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,262200
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,63963
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,Remote,United States,M,56856
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,176640
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,163760
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,139840
2023,BI Developer,BI and Visualization,United States,Senior,Full-time,Remote,Japan,L,147200
2023,Data Scientist,Data Science and Research,Uzbekistan,Entry-level,Full-time,Remote,United States,M,36800
2023,Data Visualization Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,119600
2023,Data Visualization Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,101200
2023,Research Engineer,Data Science and Research,France,Senior,Full-time,In-person,France,M,207000
2023,Research Engineer,Data Science and Research,France,Senior,Full-time,In-person,France,M,154560
2023,Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Remote,United States,M,119600
2023,Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Remote,United States,M,66154
2023,Analytics Engineer,Leadership and Management,Canada,Senior,Full-time,Remote,Canada,M,132480
2023,Analytics Engineer,Leadership and Management,Canada,Senior,Full-time,Remote,Canada,M,73600
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,188600
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,138000
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,174248
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,121150
2023,Head of Data,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,188140
2023,Head of Data,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,130824
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,158240
2023,BI Data Analyst,Data Analysis,Argentina,Entry-level,Full-time,Remote,United States,M,55200
2023,Data Scientist,Data Science and Research,Canada,Entry-level,Full-time,Hybrid,Canada,L,71567
2022,Data Scientist,Data Science and Research,France,Mid-level,Full-time,Remote,United Kingdom,M,50977
2023,Product Data Analyst,Data Analysis,Georgia,Senior,Full-time,Remote,Russia,L,52440
2023,Autonomous Vehicle Technician,Machine Learning and AI,United Kingdom,Mid-level,Full-time,Hybrid,United Kingdom,M,110400
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,255300
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,138000
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,217580
2023,Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,158976
2023,Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,101200
2020,Sales Data Analyst,Data Analysis,Nigeria,Mid-level,Contract,In-person,Nigeria,M,55200
2023,Cloud Data Engineer,Data Engineering,Germany,Entry-level,Full-time,Hybrid,United States,L,92000
2023,Finance Data Analyst,Data Analysis,France,Senior,Contract,Remote,United States,M,297992
2023,Research Scientist,Data Science and Research,United States,Entry-level,Full-time,In-person,United States,M,138000
2023,Research Scientist,Data Science and Research,United States,Entry-level,Full-time,In-person,United States,M,92000
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,57040
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,50600
2023,Data Analytics Manager,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,142600
2023,Data Analytics Manager,Leadership and Management,United States,Mid-level,Full-time,In-person,United States,M,128800
2023,Applied Scientist,Data Science and Research,Nigeria,Mid-level,Full-time,Hybrid,Nigeria,M,33120
2023,Data Operations Analyst,Data Quality and Operations,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,132480
2023,Data Operations Analyst,Data Quality and Operations,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,70840
2023,Data Modeler,Data Architecture and Modeling,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,101877
2023,Data Modeler,Data Architecture and Modeling,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,50938
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,243800
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,199640
2023,Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,163116
2023,Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,125396
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,76360
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,191774
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,156906
2023,Data Engineer,Data Engineering,Colombia,Senior,Full-time,Remote,Colombia,M,66240
2023,Data Engineer,Data Engineering,Colombia,Senior,Full-time,Remote,Colombia,M,55200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,119600
2023,Research Engineer,Data Science and Research,United States,Entry-level,Full-time,In-person,United States,M,151800
2023,Research Engineer,Data Science and Research,United States,Entry-level,Full-time,In-person,United States,M,133400
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,309488
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,185748
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,174570
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,120612
2023,Data Science Manager,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,248400
2023,Data Science Manager,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,87400
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,107916
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,63480
